subject,image_uid,stim_name,stim_index,sternberg_slot,in_screening,in_sternberg,z_max,z_mean,rate_mean,z_max_mtl,z_mean_mtl,n_units_pref,n_concept_pref,n_concept_pref_mtl,n_subjects_screening,n_subjects_sternberg,sternberg_rate,category,category_clip,category_p,p_cat_face_person,p_cat_animal,p_cat_landmark_place,p_cat_landscape_nature,p_cat_object,p_cat_vehicle,p_cat_food,p_cat_scene_with_people,p_cat_cartoon_art,attr_famous,attr_face_visible,attr_single_object,attr_indoor,attr_natural,attr_text_present,attr_colorful,attr_emotional,attr_child,attr_smiling,fine,fine_p,category_overridden,luminance,rms_contrast,michelson_contrast,colorfulness,saturation,hue_entropy,gray_entropy,edge_density,spectral_slope,high_freq_energy,edge_com_x,edge_com_y,aspect,sternberg_rate_loso,n_sternberg_other,clip_centroid_dist,clip_nn1_dist,clip_nn5_dist,clip_mean_dist,clip_cat_typicality,resnet50_centroid_dist,resnet50_nn1_dist,resnet50_nn5_dist,resnet50_mean_dist,resnet50_cat_typicality,dinov2_centroid_dist,dinov2_nn1_dist,dinov2_nn5_dist,dinov2_mean_dist,dinov2_cat_typicality,alexnet_fc7_centroid_dist,alexnet_fc7_nn1_dist,alexnet_fc7_nn5_dist,alexnet_fc7_mean_dist,alexnet_fc7_cat_typicality,clip_ws_nn1_dist,clip_ws_centroid_dist,resnet50_ws_nn1_dist,resnet50_ws_centroid_dist
1,img_0010,image_12,10.0,,True,False,0.4196227378377222,-0.0869666031233812,2.708333333333333,0.4196227378377222,-0.04867630104042183,0.0,0.0,0.0,16,0,0.0,face_person,face_person,0.85739404,0.85739404,0.015315182,0.0056700176,0.0013150781,0.06256479,0.007148637,0.004552903,0.033862922,0.012176533,0.19344419,0.93269473,0.6737713,0.54524744,0.117085606,0.7569529,0.5042209,0.46466953,0.060434867,0.027268974,politician,0.6571682,False,0.3997928500175476,0.1746062040328979,0.876621681169588,68.88909912109375,0.4848782420158386,1.9530816078186035,5.2995088080238855,0.0203,-2.7277048855005885,0.0506740845739841,0.4932433026190292,0.5157618222618875,1.3333333333333333,0.0,0,0.2708096819478051,0.22084148263969228,0.24751904196981173,0.48600562601790487,0.7380691141922535,0.4416809172669438,0.2668773929774463,0.308673722533152,0.7962148913703474,0.611598122889395,0.43256170845722663,0.3938582125756436,0.4274556349496151,0.8885539526346496,0.6149925549929114,0.428040360326704,0.2366285614407213,0.2567480889453276,0.8155575873983527,0.7020087092669597,0.22084148263969228,0.23469784812973016,0.2668773929774463,0.36183960740444654
1,img_0011,image_13,11.0,,True,False,0.6906922805741263,-0.021615316340477694,3.1875,0.4863243487223364,0.05685838367013375,0.0,0.0,0.0,16,0,0.0,face_person,face_person,0.90755254,0.90755254,0.023411008,0.0046985634,0.0017552127,0.026775198,0.0060379216,0.0023110637,0.023870835,0.003587627,0.46993405,0.9458858,0.847136,0.57829237,0.19293316,0.752062,0.20106398,0.5643048,0.12526588,0.08784036,politician,0.7502555,False,0.532099187374115,0.330104649066925,0.9822071335840892,61.82617950439453,0.3635497391223907,2.764451503753662,5.771491483520631,0.0263166666666666,-3.7587829210178265,0.0113040693104267,0.566211156833206,0.5230517968378833,1.3333333333333333,0.0,0,0.3047698356726438,0.1359349771201177,0.20192679735157454,0.5100801610373052,0.7476183294900819,0.44047559255338653,0.28741692365541405,0.301355002970609,0.79576861985291,0.6824688744378311,0.5053549536926469,0.266890903990168,0.346147213824591,0.9032268950635501,0.5529975370566578,0.39381234814517563,0.2722332103310433,0.3175623922187621,0.804344431604222,0.7325128731843125,0.18703600159198386,0.23952373391551085,0.29504022294103627,0.32552286898801597
1,img_0012,image_14,12.0,,True,False,0.5622975469409554,0.0487011114295832,3.4166666666666665,0.5622975469409554,0.07366114321871992,0.0,0.0,0.0,1,0,0.0,animal,scene_with_people,0.50802714,0.04780241,0.4136917,0.011351839,0.003680801,0.005816061,0.00249471,0.002922174,0.50802714,0.0042131827,0.8566445,0.3354469,0.44594845,0.19110347,0.47047812,0.01850997,0.4740933,0.68792003,0.010768413,0.29160574,dog,0.6228585,True,0.5241107940673828,0.2409853190183639,0.8822770350210232,34.79947280883789,0.2132067382335662,2.5708281993865967,5.838201524069562,0.125275,-2.477983669442766,0.1255283057689666,0.5095252128652388,0.4744770849738474,1.3333333333333333,,0,0.3667627705324259,0.3704933624464877,0.40668151326537244,0.5540272848733684,0.6142373675069008,0.6522849767503553,0.7161142122716484,0.7337826408664437,0.8741910517751126,0.34573631115734044,0.9380323697953088,0.8426603228831137,0.8744721390820303,0.9904417293002662,0.04270094641382693,0.7823200601781652,0.6716458319434833,0.7319822051319533,0.9316202277896102,0.2547095594408234,0.3704933624464878,0.3594860446348084,0.730396198664854,0.6843440563213552
1,img_0013,image_15,13.0,,True,False,0.4582248789882419,-0.030276930875318565,3.0677083333333335,0.4582248789882419,0.08159918764193365,0.0,0.0,0.0,11,0,0.0,face_person,face_person,0.94128376,0.94128376,0.009130031,0.0015705709,0.0005240844,0.015240748,0.003577104,0.0014121725,0.02353116,0.0037303069,0.29919675,0.9824326,0.9748198,0.31633586,0.11072142,0.9099217,0.49085194,0.53288335,0.2477961,0.7919075,politician,0.44165793,False,0.4660344123840332,0.3310039043426513,0.9678347783409086,57.1550407409668,0.457589328289032,2.7334542274475098,5.6660327710716025,0.022575,-2.8894461077314144,0.0171237960457801,0.5381388614962672,0.5069769043803926,1.3333333333333333,0.0,0,0.3040442079651835,0.0947075295596781,0.24325791411835365,0.5095657596657495,0.7370587234437578,0.4008337080088299,0.16556906899729007,0.20518406990735194,0.7810912107109605,0.7691580976319392,0.45865900651831915,0.39293680906994133,0.43504698569365363,0.8938143878681916,0.6412076456193267,0.368893481622818,0.18696645106090537,0.20140448997843502,0.7961809679754712,0.8142995244090439,0.09470752955967832,0.23711971421293843,0.22861275272671855,0.2648955379734489
1,img_0014,image_16,14.0,,True,False,0.3587530829684484,-0.014528968594165493,3.0,0.2818240942691758,0.034830079540665776,0.0,0.0,0.0,11,0,0.0,face_person,face_person,0.93325144,0.93325144,0.014249273,0.00694221,0.0006173172,0.014653105,0.0013795698,0.0012647527,0.01091378,0.016728597,0.42255536,0.9322625,0.93805087,0.6563968,0.2973157,0.24372645,0.013271464,0.4101415,0.10123782,0.03826416,politician,0.23962805,False,0.4880395531654358,0.226673811674118,0.8008658034185522,0.0,0.0,-0.0,5.122712082016498,0.0238416666666666,-2.7043625745320607,0.0283213406801223,0.5278163557904952,0.5083874709850765,1.3333333333333333,0.0,0,0.3830374985485524,0.33009277717862806,0.36459823918699097,0.5655645268048994,0.6399505056730086,0.5505768008908074,0.36792155849780706,0.423906324476664,0.8365335960985525,0.5192913276894014,0.6369104070512268,0.4024501378329962,0.487726092010894,0.9297445422311625,0.40633693575767,0.461317302198645,0.34822401367844724,0.391189027239117,0.8264591709195738,0.6298527944446868,0.33009277717862806,0.33567592320629824,0.36792155849780706,0.45833088395368893
1,img_0015,image_17,15.0,,True,False,0.4218786998288275,-0.03700426464106258,2.916666666666667,0.3597192496747861,0.08642276358999874,0.0,0.0,0.0,13,1,0.07692307692307693,face_person,face_person,0.8826027,0.8826027,0.041414965,0.0026966548,0.0029639788,0.01851768,0.0050134268,0.005067002,0.025282828,0.016440839,0.95882034,0.98460126,0.9485796,0.5526161,0.43129504,0.37468162,0.8069885,0.7477498,0.15472765,0.08937477,musician,0.32451788,False,0.4830287098884582,0.2863964736461639,0.9819681566247422,52.50926208496094,0.4036652743816376,2.322542905807495,5.077707189672037,0.0326666666666666,-3.4189724306776386,0.0301638469099998,0.40847394133086,0.4363770657823375,1.3333333333333333,0.08333333333333333,1,0.3139064689545774,0.29126617322799087,0.3269084741278928,0.5165571693479138,0.7464669792427698,0.3972894105578516,0.25672120835335965,0.3013499250518666,0.7797789344555187,0.758551571046197,0.49683274841304526,0.3814435288572088,0.42023191386330955,0.9015090732102937,0.5458806566776242,0.39775652233077863,0.27591893918532606,0.2901350896305515,0.8056365498665329,0.7610621604879984,0.3233721663854833,0.2665160137681978,0.31170658640088433,0.29937763849277843
1,img_0016,image_18,16.0,,True,False,0.6906922805741263,0.0007660389838078381,3.2395833333333335,0.4225340649186954,-0.00494357007450339,0.0,0.0,0.0,11,1,0.09090909090909091,face_person,face_person,0.8873823,0.8873823,0.047837798,0.0013989703,0.0025091833,0.014542279,0.002074239,0.0022841885,0.0024626467,0.039508384,0.8411785,0.9429703,0.96519643,0.5996472,0.36510777,0.3520212,0.10086512,0.72776914,0.37666792,0.9741943,musician,0.47713783,False,0.1862109005451202,0.2997519373893738,0.9999999894942612,26.113115310668945,0.1944645345211029,2.1210739612579346,3.35749632574796,0.02935,-2.859126105160419,0.0198346301913261,0.3801245919922065,0.5561611319772649,1.3333333333333333,0.1,1,0.30248242142739856,0.3129929509463637,0.3518693655210024,0.5084586008171361,0.734145731315146,0.41963315200606444,0.29964140771484526,0.35763587594968127,0.7880517055097997,0.7054391269899218,0.5911565139717299,0.4862389707160254,0.5454393838829169,0.9205219249830602,0.45283146413263725,0.423374681980184,0.3518579628347378,0.37109302663459476,0.8140291031291709,0.7085853120235275,0.35155395113481624,0.2712182375744199,0.29964140771484526,0.328990555873522
1,img_0017,image_19,17.0,,True,False,0.4978290698510953,0.013670780052680511,3.203125,0.4582248789882419,0.056503723053436046,0.0,0.0,0.0,13,1,0.07692307692307693,scene_with_people,scene_with_people,0.48063296,0.30585754,0.03305454,0.017732147,0.025087263,0.07831539,0.012915663,0.030370185,0.48063296,0.016034272,0.85887843,0.3867702,0.63866276,0.5662945,0.6244873,0.6195486,0.11556827,0.19866012,0.064352624,0.14005458,couple,0.83387804,False,0.4755632877349853,0.3906786739826202,0.9830931478591828,29.40414810180664,0.2003196328878402,2.3348894119262695,5.1444145062015885,0.0956416666666666,-2.841428283046275,0.056315641850233,0.5260536279875629,0.504129242309792,1.3333333333333333,0.08333333333333333,1,0.2702005926554978,0.23853750187383527,0.30489670648034906,0.4855738393535569,0.7067657913045019,0.36792043226716,0.3801732109324808,0.4147587784688618,0.7689050692140968,0.5339261493466647,0.6480407943044401,0.4465145691804777,0.49221741332064795,0.9319880956110067,0.23625921525519344,0.5133445654927485,0.3514280919054231,0.4323017299573385,0.843503392061165,0.4765143027210158,0.23853750187383516,0.23874980836640214,0.4150058901726318,0.3087319488689547
1,img_0018,image_21,18.0,,True,False,0.5933718850613764,-0.06667947704153247,2.854166666666667,0.5933718850613764,0.10051957091167563,0.0,0.0,0.0,15,2,0.13333333333333333,face_person,object,0.8377268,0.117655315,0.0068126246,0.002034909,0.0033465868,0.8377268,0.0024103273,0.0028732966,0.020804545,0.006335511,0.21913639,0.9922691,0.9801471,0.12750676,0.07313807,0.9527001,0.21397805,0.3847067,0.05865764,0.10910919,phone or computer,0.31987843,True,0.2780926823616028,0.3088119924068451,0.9749514573172284,33.26030349731445,0.2926817238330841,3.2453103065490723,4.966165587777367,0.0475833333333333,-2.6082232154614933,0.0280282665044069,0.5552907271967268,0.4851601399801167,1.3333333333333333,0.14285714285714285,2,0.3093485102652176,0.23997647271748945,0.3007648469040662,0.5133260080000276,0.6933587601520488,0.5486323379964972,0.5195944901566971,0.5536353343043359,0.8358136586437868,0.43515927158432033,0.7035744856719384,0.6815463033870599,0.7073464936958509,0.9431820278730508,0.29076062580017625,0.5782788495175911,0.5371817163527384,0.5753528330420101,0.8647759754437264,0.4067463538564628,0.23997647271748945,0.2847711363110855,0.5365684583871178,0.5098438284377935
1,img_0019,image_22,19.0,0.0,True,True,0.3626983602844806,0.006144019766671845,3.421875,0.1939434616175124,-0.058960814322409724,0.0,0.0,0.0,16,1,0.0625,face_person,face_person,0.32207632,0.32207632,0.08916143,0.011939785,0.0047321836,0.25065538,0.054114945,0.011024271,0.19063254,0.06566319,0.53181016,0.62805593,0.9931931,0.7622285,0.20784897,0.5467755,0.04369712,0.80564594,0.48268625,0.45278782,scientist,0.97266483,False,0.3742955029010772,0.2358995974063873,0.9920948512006372,0.0,0.0,-0.0,5.710700222940327,0.0558416666666666,-2.8401301588582784,0.0661084204912185,0.5260432753683585,0.4690475426181844,1.3333333333333333,0.0,0,0.3263075559204299,0.3243573926610792,0.3331546590938235,0.5253483663742006,0.658648569966181,0.604602554770185,0.4624751279441319,0.5347323647754709,0.8565366333658307,0.36588586381555877,0.7510849205633395,0.6695493693777206,0.703934559185947,0.9527587114469045,0.22598953007940972,0.7253228549608668,0.5725017488186792,0.6668690801001135,0.9129478451066182,0.16828625051825333,0.36128480089547077,0.3130104483109062,0.5572463691662859,0.6044564247077884
1,img_0020,image_23,20.0,,True,False,0.2557442252325511,-0.10693862725015475,2.729166666666667,0.24493397693171,-0.03598848813493519,0.0,0.0,0.0,13,4,0.3076923076923077,face_person,face_person,0.83557755,0.83557755,0.017069448,0.0043105176,0.0018709284,0.11032647,0.0032413797,0.004324517,0.018924525,0.0043545794,0.18954101,0.98812675,0.99150014,0.15984525,0.12856358,0.8818047,0.35226226,0.508372,0.2466765,0.44278896,scientist,0.48572728,False,0.3855177164077759,0.1686268597841262,0.7377854423669531,93.56800079345705,0.4946645498275757,1.8157087564468384,5.163232026362483,0.0126416666666666,-2.774234963383234,0.0368664227426052,0.5000724784465816,0.5482703506497036,1.3333333333333333,0.3333333333333333,4,0.2917461177053262,0.315655596869278,0.33077258758045236,0.5008475775564577,0.7333239370439572,0.4127367894022569,0.3424427434729972,0.35468640886099595,0.7854983270140439,0.6895923138301042,0.604777311408204,0.3608134915178024,0.449002052931616,0.9232674706167897,0.4608732416005159,0.4250539194927605,0.39315669411124776,0.4191770215414975,0.8145792242330203,0.6657165783425188,0.3328973545327787,0.25727912589328583,0.3651525361927931,0.3106882896331794
1,img_0021,image_24,21.0,,True,False,0.5402055058996494,0.03181347213624351,3.3802083333333335,0.4447132496724608,-0.00377857877775081,1.0,0.0,0.0,13,2,0.15384615384615385,face_person,face_person,0.8605451,0.8605451,0.06440917,0.0075342567,0.001758411,0.007792941,0.002083331,0.0029541287,0.037125677,0.015796974,0.88929474,0.94761336,0.62931424,0.8750671,0.5370376,0.5825991,0.9102001,0.37810647,0.027952947,0.09510739,athlete,0.83623004,False,0.2468967735767364,0.2350320070981979,0.9903200279396644,80.29191589355469,0.518007755279541,2.800865888595581,5.2437832298050315,0.09385,-1.7899110744434656,0.1371916681528091,0.4978048308889869,0.6133419640134233,1.3333333333333333,0.16666666666666666,2,0.34370688540420546,0.2639849892491155,0.31233877200814836,0.5376828443145897,0.7025095800461434,0.6434754319119398,0.2156678112028957,0.36418712033954437,0.8709293174899414,0.39893905074009717,0.800578514321801,0.17881034649321437,0.4131617277333315,0.9627351405711816,0.2135491817686415,0.6352686889796804,0.3723651685322691,0.44265614544182813,0.8834459450926145,0.3220052445612296,0.26398498924911495,0.28879844673849064,0.29257518486446177,0.587500523459777
