image_uid,n_subjects_screening,n_subjects_sternberg,first_path,sternberg_rate,category,category_clip,category_p,p_cat_face_person,p_cat_animal,p_cat_landmark_place,p_cat_landscape_nature,p_cat_object,p_cat_vehicle,p_cat_food,p_cat_scene_with_people,p_cat_cartoon_art,attr_famous,attr_face_visible,attr_single_object,attr_indoor,attr_natural,attr_text_present,attr_colorful,attr_emotional,attr_child,attr_smiling,fine,fine_p,category_overridden,luminance,rms_contrast,michelson_contrast,colorfulness,saturation,hue_entropy,gray_entropy,edge_density,spectral_slope,high_freq_energy,edge_com_x,edge_com_y,aspect,clip_centroid_dist,clip_nn1_dist,clip_nn5_dist,clip_mean_dist,clip_cat_typicality,resnet50_centroid_dist,resnet50_nn1_dist,resnet50_nn5_dist,resnet50_mean_dist,resnet50_cat_typicality,dinov2_centroid_dist,dinov2_nn1_dist,dinov2_nn5_dist,dinov2_mean_dist,dinov2_cat_typicality,alexnet_fc7_centroid_dist,alexnet_fc7_nn1_dist,alexnet_fc7_nn5_dist,alexnet_fc7_mean_dist,alexnet_fc7_cat_typicality
img_0080,1,0,images/sub-02/ses-1/image_53.png,0.0,face_person,object,0.82650304,0.1366707,0.006246064,0.0009145556,0.00501938,0.82650304,0.0009059668,0.0119985,0.0026874593,0.009054473,0.4893443,0.990669,0.68723327,0.5844028,0.7137205,0.705281,0.9923105,0.14505905,0.08400699,0.13794836,clothing or bag,0.45102143,True,0.7640904784202576,0.2217194736003875,0.7664172686684437,53.47247314453125,0.2556764483451843,1.1774179935455322,4.139991894645963,0.0197583333333333,-2.835881676357866,0.038393422961235,0.5820491392558079,0.3949421405151895,1.3333333333333333,0.2997661415859274,0.24974872247956514,0.2842530743427908,0.506533015476862,0.6349814052244577,0.5685598745068534,0.40805307253790035,0.4183046577645345,0.8431918297351457,0.49018263284643665,0.6846404608078436,0.441116208636807,0.5448153275828311,0.9393654944037741,0.3301410600498653,0.5637343325609401,0.5133361845056262,0.5217411838987032,0.860011166616373,0.4882697206893717
img_0081,2,0,images/sub-02/ses-1/image_54.png,0.0,animal,animal,0.75665015,0.21292043,0.75665015,0.0020285198,0.0025410408,0.015555908,0.0016661373,0.0021416245,0.0022389817,0.004257139,0.66240543,0.94505876,0.9249171,0.31406245,0.8733769,0.17188251,0.79733497,0.4739587,0.10658846,0.53613406,marine animal,0.1574072,False,0.5594121813774109,0.2202394157648086,0.8419734675393364,60.66243743896485,0.4884219765663147,2.506521463394165,5.779262641812908,0.0330333333333333,-2.964205439929821,0.0438518933951854,0.4926999209607005,0.4723583913499821,1.3333333333333333,0.186886519599907,0.049063155009652304,0.14888675871124496,0.42651204635823614,0.8816308758034658,0.7357151980453396,0.324181292326566,0.6149339818422485,0.9050810941335559,0.44567442360047427,0.8217249422728677,0.2469274185757605,0.5960839785374598,0.9669976283734415,0.2695242893459402,0.7398453416687214,0.6144389307102617,0.6859197252375469,0.9177054367864892,0.3541297622687505
img_0082,1,0,images/sub-02/ses-1/image_55.png,0.0,scene_with_people,scene_with_people,0.5550239,0.123303525,0.008709503,0.005810573,0.0024751592,0.062335886,0.17711398,0.009325612,0.5550239,0.05590194,0.13467185,0.9518354,0.97352874,0.85346514,0.25114694,0.5079444,0.26948363,0.91326755,0.12300817,0.022978052,couple,0.42257282,False,0.4922046363353729,0.2786975502967834,0.9555471744446568,44.27281951904297,0.2578576803207397,2.6386330127716064,5.83327526720832,0.0549416666666666,-2.6423662960786007,0.043415181338787,0.4994707046080137,0.5208298532295038,1.3333333333333333,0.3160419045167525,0.29629728534161237,0.34074675489561856,0.5180709910649711,0.6763966405236037,0.4494312070299413,0.48689621508885994,0.5042119922212294,0.7990844364267217,0.5098077372770651,0.7617031326297768,0.5334423584590408,0.6427273949723248,0.9548990256181551,0.17794315763513507,0.5781084973585142,0.5459270922389253,0.5869981930815479,0.8647201677827535,0.4383376759489299
img_0083,2,0,images/sub-02/ses-1/image_56.png,0.0,face_person,face_person,0.90145725,0.90145725,0.014332658,0.0010706993,0.0013279702,0.04376196,0.0025033157,0.0047739386,0.026419124,0.004352918,0.8458641,0.93261075,0.96304786,0.16028167,0.8507849,0.6195985,0.72631305,0.46283576,0.03751534,0.66701347,actor,0.27947718,False,0.162031278014183,0.1946208924055099,0.9999999879462922,34.225555419921875,0.3793287873268127,1.887482762336731,4.684633568054689,0.0261083333333333,-2.6075582603585397,0.0312796011567115,0.5220999956650693,0.4777900138174012,1.3333333333333333,0.33408943854142914,0.21833459274969458,0.24093760333450734,0.5308649846791139,0.7304937068314963,0.44730113251950776,0.3860220789154478,0.4297862274968888,0.798295776264581,0.6167664878324941,0.5895725928635032,0.5363278208919703,0.5858447320651073,0.9202026538314887,0.3974596849918476,0.5013140543530104,0.3551393414563848,0.4527724473735317,0.8395621758731647,0.5337610265279014
img_0084,1,0,images/sub-02/ses-1/image_58.png,0.0,face_person,scene_with_people,0.4732019,0.3404395,0.042389214,0.0062923552,0.004852007,0.05188051,0.017849274,0.0095264595,0.4732019,0.05356884,0.6693127,0.8601876,0.9602323,0.13504125,0.07434731,0.31398562,0.48558205,0.91877925,0.059120003,0.14503373,fictional movie character,0.54494387,True,0.2794157564640045,0.116879217326641,0.7447321505187526,18.24408531188965,0.2897343337535858,1.2315293550491333,4.716563886061982,0.0106,-2.060886249551484,0.0790663883090019,0.487346204990924,0.4899339784662286,1.3333333333333333,0.34640925372577724,0.34002375639697124,0.3626353925188615,0.5395985677038336,0.6872967978812458,0.5075414426309137,0.5510332611076083,0.5685523202052032,0.8205997531945686,0.4442496597155356,0.7206286942923757,0.5516059055301163,0.6558134089091888,0.9466196465758416,0.25208544513469106,0.5871749104384196,0.5629618424199433,0.5940928573652381,0.8676903403367353,0.3858737067443774
img_0085,1,1,images/sub-02/ses-1/image_59.png,1.0,scene_with_people,scene_with_people,0.44449794,0.34984198,0.016551698,0.0014033924,0.007684169,0.04495572,0.013544007,0.053473875,0.44449794,0.06804723,0.16874428,0.9568432,0.93755686,0.7543895,0.7417413,0.6259081,0.6260429,0.7486668,0.16314626,0.19220181,couple,0.78791314,False,0.459005057811737,0.2394963204860687,0.9074190979427064,47.53022766113281,0.4433468878269195,1.8662559986114504,5.5708814598673975,0.029775,-2.7538864007367545,0.0205463748425245,0.5309090905262958,0.428785148058678,1.3333333333333333,0.283587819121945,0.3152441855496767,0.3363122349392889,0.4950641159580294,0.7180673987274545,0.4435276784267379,0.3490010600401333,0.42286385649611596,0.7968986547544848,0.4961176818384995,0.6087470273100151,0.6176143441745677,0.624130770944021,0.9240676466866705,0.3101771277965758,0.4450055065869869,0.30590336766582293,0.3319247052636424,0.8211153985583424,0.3875878368972023
img_0086,1,0,images/sub-03/ses-1/image_1.png,0.0,landscape_nature,object,0.37602627,0.112932414,0.08362114,0.027662138,0.14066063,0.37602627,0.017363464,0.18321303,0.04170414,0.016816733,0.10215048,0.23466994,0.7654362,0.24547939,0.7552036,0.46481615,0.9874249,0.05783779,0.084356666,0.5288723,flowers,0.9796522,True,0.2501581013202667,0.1991781145334243,0.963155280393176,58.08373260498047,0.7135336399078369,2.409595012664795,5.341416145141427,0.0748416666666666,-1.9816398686730712,0.1637641042470932,0.4690165870839922,0.4641300688886022,1.3333333333333333,0.2927658374232368,0.20206718355639974,0.26520653574072817,0.5015704623307062,0.7022862934949221,0.8467185657512899,0.5403455037019206,0.6637143501739511,0.9461800949170146,0.23104750159103185,0.9783488493755829,0.7900728466361531,0.8626557589110565,0.998568326512743,-0.04487746021549469,0.8660163469576563,0.6266763461186635,0.7278912096089869,0.9590392756172007,0.18542120299106932
img_0087,1,1,images/sub-03/ses-1/image_2.png,1.0,animal,animal,0.95891374,0.029029956,0.95891374,0.0007137266,0.0011209408,0.0037510968,0.00049335626,0.0022657667,0.0011782073,0.0025331958,0.74684185,0.9884306,0.9388202,0.10625436,0.8986028,0.7233431,0.91004795,0.4482338,0.017240774,0.7421813,big cat,0.9480381,False,0.4797914326190948,0.2241960614919662,0.9999999897591294,67.37960815429688,0.5368936061859131,2.6556529998779297,5.757989469489543,0.1145583333333333,-2.4026532923462023,0.1277584433555603,0.5120629235583211,0.4930922611557292,1.3333333333333333,0.23438730819001474,0.16982810352636368,0.19522647137828525,0.46018561001838143,0.846813258195368,0.9047046366665169,0.8259024042426838,0.8828731453218422,0.9676494397056126,0.1641465700477338,0.8335319142914914,0.6650494030225769,0.7874647452739852,0.9693775610186838,0.19661254703665057,0.8201171524356472,0.6445889153433407,0.6962739041284445,0.9440026203691302,0.308022704947013
img_0088,1,0,images/sub-03/ses-1/image_8.png,0.0,scene_with_people,scene_with_people,0.8412386,0.050384812,0.030177582,0.00094590423,0.0016061214,0.030985989,0.02102263,0.010001614,0.8412386,0.013636677,0.32442433,0.21053444,0.5543381,0.7624082,0.20960267,0.49071607,0.045397848,0.5971547,0.055268206,0.41745514,musician,0.3718056,False,0.6203494668006897,0.3368660807609558,0.9169811259030266,0.0945334881544113,1.7745100194588304e-05,0.8535580635070801,5.528586251534158,0.164525,-2.2483392813008662,0.0956481993198394,0.4611271627589455,0.5763077509838136,1.3333333333333333,0.39909661960759446,0.18551348727151307,0.3608338669346566,0.5769489238087894,0.6555337176522928,0.5891641957345625,0.536879876099809,0.5726357751825242,0.850820580391824,0.48767773790363905,0.8273582898225689,0.7682671564932259,0.778936572036888,0.9681331428571196,0.1956465920577134,0.6807753209803761,0.6618647917771583,0.675829789745287,0.8983539961819895,0.3949912120261009
img_0089,1,0,images/sub-03/ses-1/image_11.png,0.0,animal,animal,0.38784042,0.18050432,0.38784042,0.0042032553,0.034178175,0.24227557,0.032073025,0.08801794,0.0078853145,0.023021981,0.3827622,0.895512,0.9199088,0.22508374,0.9227202,0.748311,0.998379,0.23726891,0.04097241,0.6340119,flowers,0.43942162,False,0.5769858956336975,0.1305795460939407,0.4851282669425374,98.6020050048828,0.957987666130066,2.088921546936035,4.935301061624507,0.0078833333333333,-3.1355438795330115,0.0227696299552917,0.5153650403021611,0.5906762945507145,1.3333333333333333,0.23133337374404328,0.1976636270971006,0.22694190216510352,0.4580206595189758,0.8286041891145153,0.826548198249841,0.7359215059469448,0.8509839488964598,0.9387120156426926,0.18565353480421332,0.9122731034448422,0.7575714421946682,0.8421179629450577,0.9852494311557237,0.06015207126809967,0.7771412897968991,0.7055965363440722,0.7502606762888702,0.9299236536853592,0.2839157928561471
img_0090,1,0,images/sub-03/ses-1/image_29.png,0.0,scene_with_people,scene_with_people,0.5514128,0.19499296,0.09425538,0.0062156427,0.01792942,0.044240274,0.05954542,0.006995503,0.5514128,0.024412515,0.7371426,0.30858076,0.68664885,0.62139285,0.15799892,0.18370084,0.06421197,0.71161574,0.05743687,0.49777365,musician,0.23628068,False,0.4781627058982849,0.3164795637130737,0.9920634815647688,0.0,0.0,-0.0,5.862988783178741,0.1308583333333333,-2.6179711072243075,0.0689482986927032,0.5423400061181006,0.4501466213055261,1.3333333333333333,0.40591805275317294,0.18551348727151307,0.3597999680274007,0.5817846743320744,0.6284818809717225,0.43206645376526376,0.3263534208391977,0.4069478245176336,0.7926551359218931,0.5389266731934645,0.6029871472139342,0.4646846410792177,0.5388381644231064,0.9229066270237356,0.38184270384351393,0.5756030420277956,0.44681142132929497,0.5331465898213944,0.8638993762974176,0.38595633093670434
img_0091,1,0,images/sub-03/ses-1/image_47.png,0.0,face_person,face_person,0.8839819,0.8839819,0.03310368,0.0027503744,0.002950361,0.038757235,0.013113172,0.006548122,0.014638262,0.00415675,0.15509646,0.9911356,0.86681706,0.8097495,0.5527133,0.37775984,0.18228076,0.07639813,0.07038866,0.6358238,scientist,0.93549126,False,0.4593056738376617,0.2081824541091919,0.8693499071628047,39.40009689331055,0.3841643929481506,2.2185680866241455,5.617176215661027,0.0388416666666666,-2.4587654893698354,0.0534003786742687,0.5371941458435309,0.5213219763531669,1.3333333333333333,0.313161698174661,0.2274406420019799,0.28463911785903945,0.5160291973496774,0.6755895025017142,0.44059356700138375,0.3167667190371055,0.39458172226907273,0.7958122998964159,0.6249770777280498,0.6318616025675783,0.4991237480260483,0.5680745091186317,0.928726854157444,0.41253874666555834,0.484626685476065,0.32942396972867427,0.389043237147615,0.8340953650627987,0.6217806622686861
img_0092,4,0,images/sub-03/ses-1/image_52.png,0.0,animal,face_person,0.62436295,0.62436295,0.33367255,0.0007967484,0.002079292,0.01320724,0.0025671371,0.0036081872,0.0033424932,0.01636351,0.29692176,0.99552613,0.91537535,0.7729946,0.8198055,0.33344382,0.5251201,0.22147167,0.10344538,0.026681058,primate,0.97968423,True,0.5915713906288147,0.1711584627628326,0.6505030310882686,43.57976531982422,0.4407610297203064,1.266709327697754,5.385185411904195,0.0036333333333333,-2.958635833882135,0.0172223690897226,0.4663727988636457,0.4940870666974288,1.3333333333333333,0.22993720455340327,0.25155291434563376,0.2625378413927108,0.4570309076955468,0.8057763907356175,0.8132108038676191,0.793101571424752,0.8238896716663717,0.9337738449052402,0.19129096440587096,0.8765133668310781,0.8031082502986278,0.81473440840966,0.9780413371229674,-0.001163630916531178,0.6247530352841871,0.355208366554291,0.46952377770601056,0.8800009988147139,0.21990963205223996
img_0093,1,0,images/sub-03/ses-1/image_55.png,0.0,animal,animal,0.82592297,0.092579946,0.82592297,0.00078554865,0.0038757985,0.058234062,0.0016259803,0.010680054,0.0015888568,0.004706725,0.41791347,0.9522114,0.9182606,0.24851066,0.952312,0.469734,0.8732135,0.3089341,0.03253296,0.07652662,marine animal,0.3399386,False,0.5793203711509705,0.1253316700458526,0.4909574669451422,60.75257110595703,0.440640389919281,2.4849658012390137,4.893578789371541,0.0040083333333333,-2.34646740865009,0.0696531683206558,0.555519481224178,0.6381201892716818,1.3333333333333333,0.27490566944004846,0.21595403043699624,0.24010945713604484,0.4889092935077523,0.8224358162402953,0.8334609797649439,0.7744344149554395,0.8247878595577178,0.9412714732409313,0.24195995844380014,0.9921211333324239,0.8671023056686205,0.8837297023622099,1.0013444073010038,0.046904510161735205,0.7899841161483085,0.7055965363440722,0.7409779751967764,0.9341309857370008,0.3718623500907364
img_0094,1,0,images/sub-03/ses-1/image_58.png,0.0,cartoon_art,object,0.30845836,0.20026068,0.16471362,0.033271458,0.014504206,0.30845836,0.058244843,0.024407472,0.050097026,0.14604233,0.34679705,0.17249477,0.9737732,0.8266205,0.61445415,0.50206137,0.95123625,0.34621567,0.26498938,0.6771234,logo or sign,0.23952197,True,0.1565539836883545,0.155120700597763,0.8027281445409985,41.193946838378906,0.0622163750231266,4.36281156539917,1.171493246962178,0.0361583333333333,-2.9889539763235256,0.0504852570593357,0.4768972399924591,0.5297228699042481,1.3333333333333333,0.2641098868244057,0.2502742296775389,0.3038738389697144,0.4812561053405849,0.7332892410368639,0.6447963945157621,0.7082492238274691,0.7161831527588574,0.8714184039403025,0.3681661953766411,1.0246094234001375,0.7723592904250607,0.8237838122031256,1.0078930754945332,0.08122089923204338,0.8198558428408746,0.7517938793128841,0.7820837640520168,0.943917014895428,0.11708071193378936
img_0095,1,0,images/sub-03/ses-1/image_63.png,0.0,animal,animal,0.9039971,0.07395267,0.9039971,0.00037223168,0.004398454,0.010695447,0.0011822393,0.0025902244,0.0008507331,0.0019607646,0.58250314,0.9784792,0.94594735,0.2059938,0.94577336,0.6649186,0.30826628,0.4014554,0.0066384696,0.4993844,dog,0.49904737,False,0.5763511657714844,0.1651851087808609,0.773912643014242,21.548978805541992,0.2132114320993423,1.4635177850723269,5.263728984656139,0.0141333333333333,-2.759372597019433,0.0314572378993034,0.4638482283293311,0.5104590212726279,1.3333333333333333,0.25256279145008875,0.17919495631555005,0.214512620490581,0.473070307531371,0.8264080086474128,0.8312763094664677,0.5936944325483982,0.7262981648111217,0.9404625989863545,0.30632250489019197,0.9776411541169853,0.5590042245831128,0.8144761075983908,0.9984256763018201,0.10383221865603648,0.8041179376776362,0.7253004411424809,0.7576552140525818,0.9387612500343916,0.3392717481325559
img_0096,1,0,images/sub-03/ses-1/image_69.png,0.0,animal,landscape_nature,0.3483927,0.09044563,0.32199678,0.035007175,0.3483927,0.07224321,0.07324021,0.015795292,0.020117007,0.022762014,0.74553484,0.4275274,0.93400604,0.027757196,0.7453159,0.6498834,0.30926567,0.7496858,0.03336369,0.13699488,bird,0.62100786,True,0.5459292531013489,0.2780913114547729,0.9531893577462331,44.990699768066406,0.3106082379817962,1.1839197874069214,5.807033235780086,0.0429166666666666,-2.729019563615414,0.0274089220911264,0.5408270837070352,0.4340343629129961,1.3333333333333333,0.2049794366562958,0.22065097100019304,0.25084488464938814,0.43933821224683584,0.7971452552899169,0.846379207766976,0.7694200962164974,0.8167669765212089,0.9460544476114289,0.2067487956022802,0.8675895613428994,0.7929381936738398,0.8346178293332477,0.9762425646716048,0.1372645226127091,0.7559286326284121,0.6725058751970349,0.725930109390286,0.9229743506298318,0.3368560528767036
img_0097,4,0,images/sub-04/ses-1/image_1.png,0.0,animal,animal,0.84144604,0.06056799,0.84144604,0.0026509233,0.009418042,0.028120138,0.02214073,0.0056409477,0.012834618,0.017180547,0.64745826,0.8866129,0.7335234,0.10561649,0.78428453,0.733838,0.26272175,0.779783,0.05459233,0.8653801,wild mammal,0.28390008,False,0.4167241752147674,0.1988749951124191,0.8077466883724077,31.030029296875,0.3920138478279114,1.4635010957717896,5.374872213405578,0.015875,-2.5099156186743,0.0346477925777435,0.5238327443659947,0.4945102491138086,1.3333333333333333,0.24051014015120853,0.17135001843121922,0.1785315259164722,0.46452611841719504,0.8418249603924088,0.8171787621009374,0.7136356877247905,0.8036903301661222,0.935242981580191,0.24319813427863948,1.01408877572966,0.745167249745556,0.8429206170419906,1.0057724273892807,0.05783292654153509,0.8045304944981195,0.3913663236621788,0.6962006759370916,0.9388964043599619,0.25356441351944287
img_0098,4,0,images/sub-04/ses-1/image_2.png,0.0,animal,animal,0.80318123,0.031013018,0.80318123,0.0074452674,0.03610262,0.03969956,0.017226841,0.008306589,0.037394073,0.019630864,0.38325214,0.38497448,0.86015266,0.20976862,0.9008325,0.16551721,0.17490351,0.8300624,0.7228516,0.6069668,marine animal,0.41763315,False,0.473290354013443,0.1962831616401672,0.9641632600762658,17.08116340637207,0.150677353143692,2.9731531143188477,5.43676932164039,0.0349166666666666,-2.5053086427660003,0.0442232675850391,0.5071554821099494,0.5449269112970755,1.3333333333333333,0.26737655493825696,0.2543047066652887,0.26639810057317553,0.4835718638775128,0.7936006781187486,0.8232086041420408,0.7697617408646945,0.8241982119231139,0.9374755308072372,0.26053099993602297,0.9712180919830339,0.6908139081578374,0.8010691345771568,0.9971309789627478,0.11631652649159291,0.7722832921251706,0.688619337554144,0.7235624757325935,0.9283321652737121,0.3202818330309193
img_0099,5,0,images/sub-04/ses-1/image_3.png,0.0,animal,animal,0.7896866,0.071485765,0.7896866,0.0028440808,0.055166632,0.047655404,0.0066065337,0.0051498176,0.0051540625,0.016251087,0.21624675,0.7412272,0.9541399,0.7003095,0.67277944,0.3705888,0.70644367,0.51749754,0.09689072,0.6428351,marine animal,0.9359903,False,0.3267423808574676,0.1311211287975311,0.9336164939196692,91.25837707519533,0.9716361165046692,1.337274432182312,4.858021914735565,0.001775,-2.9996076205709414,0.0193781051784753,0.5227575895910204,0.3819919186402256,1.3333333333333333,0.26205380731738814,0.15523944702954617,0.1931708072330418,0.47979853955641827,0.8096436993931149,0.7428162145840097,0.5311768923098097,0.6733718520875873,0.9077102457558672,0.32084409643865464,0.9858165799168551,0.7313880210921584,0.7896479245048738,1.0000735977772988,0.08679928076424989,0.7865686993479548,0.5359277178056492,0.6291492558941496,0.9330120893055881,0.2662674028667624
img_0100,4,0,images/sub-04/ses-1/image_4.png,0.0,animal,animal,0.8775474,0.035595413,0.8775474,0.0006971683,0.014091577,0.051897816,0.00207427,0.01154759,0.001957787,0.004591054,0.4721092,0.37096968,0.9649061,0.12964249,0.8866583,0.49029568,0.9992767,0.24427532,0.044388447,0.5204516,reptile or amphibian,0.8219129,False,0.3037657439708709,0.1987624019384384,0.9505180434988506,84.33944702148438,0.6603438258171082,3.9842448234558105,5.525267085356877,0.0871416666666666,-2.203755632851095,0.1226418390870094,0.4797284175231858,0.5357789982377341,1.3333333333333333,0.2781749658044006,0.2124813659568927,0.25278546552172265,0.4912269152255487,0.7968042350895594,0.8747438283481964,0.8413822050294812,0.883884070536074,0.9565564493757193,0.13539445327032162,0.9755948299682937,0.8352255123600133,0.8699041599070053,0.9980131985186479,0.05568020435286662,0.8053815912234785,0.7226035309613008,0.7373354714004752,0.9391752251143404,0.2131988657958254
img_0101,2,0,images/sub-04/ses-1/image_5.png,0.0,animal,animal,0.78372806,0.12556963,0.78372806,0.0020217851,0.0015429796,0.067035384,0.0021635634,0.008059508,0.00365581,0.006223262,0.6486316,0.89468026,0.9923773,0.79425627,0.62627333,0.7038585,0.42323127,0.34218156,0.009421183,0.11925037,insect or spider,0.91783035,False,0.9249919652938844,0.199970543384552,0.7168206619576329,25.288347244262695,0.0778843834996223,1.6702216863632202,1.7508444556387055,0.057275,-2.828877416487152,0.0426355972886085,0.4897871731843719,0.4825294081426774,1.3333333333333333,0.24894546748377144,0.2377396855812176,0.26987271516567946,0.470505967180935,0.7945459487289885,0.8771576718023445,0.8543615747105213,0.8737024744881566,0.9574501749992155,0.13149649540126274,0.9963613890649006,0.8919130351023304,0.9030042403810385,1.0021991161142354,-0.025064093937436974,0.8626582559255832,0.6632471318677368,0.7757098083791143,0.957939159206297,0.11784536258254559
img_0102,3,0,images/sub-04/ses-1/image_6.png,0.0,animal,animal,0.91506207,0.052362867,0.91506207,0.0009471089,0.005291635,0.005852683,0.0028141104,0.004796925,0.0012879021,0.011584744,0.5877791,0.91190344,0.54491687,0.17161065,0.90058124,0.3660283,0.7372738,0.71875286,0.05362998,0.3029015,big cat,0.91087157,False,0.5900987386703491,0.2758307754993438,0.9822695932577892,30.9508113861084,0.2389546781778335,3.1713547706604004,5.830605592223042,0.2600416666666666,-1.9502921260801456,0.1729066967964172,0.4997790648142113,0.4669359104605756,1.3333333333333333,0.231916401004285,0.16719486813347162,0.20707557111912117,0.45843397066908653,0.8227678698474963,0.8332402381147024,0.5556676570691844,0.7496363787659726,0.9411897436371932,0.2538957542790997,0.874700137185887,0.4526468683933351,0.7173505878476076,0.9776758442244404,0.20337483029384018,0.822678489010422,0.5974971406229603,0.6429876122868255,0.9448417186463492,0.2713900389736371
img_0103,4,0,images/sub-04/ses-1/image_7.png,0.0,animal,animal,0.6782613,0.07956823,0.6782613,0.004562824,0.03355695,0.13309194,0.01193968,0.03005479,0.021296194,0.007668113,0.5769285,0.7424856,0.9797147,0.4887433,0.83305055,0.8371832,0.25839907,0.23843828,0.009288263,0.7976292,marine animal,0.9843577,False,0.5174949169158936,0.1841096729040146,0.5913691741061049,42.83518981933594,0.4302776753902435,1.7612569332122805,5.188745836806469,0.0047333333333333,-2.9012142316473275,0.0205957610160112,0.4874020638609525,0.4339905282087424,1.3333333333333333,0.2736037702754568,0.15052181424580025,0.1812087711506506,0.4879863702111253,0.8032003261977531,0.8804860884018024,0.5628286521226329,0.8020674625438302,0.9586825213618151,0.1669268799522286,0.9717890689514415,0.49058516657475637,0.7587414813039735,0.9972460708529169,0.1328885963669289,0.8171176593077071,0.5847835047313815,0.6919277018018899,0.9430199812497844,0.2381522119855092
img_0104,4,0,images/sub-04/ses-1/image_8.png,0.0,animal,animal,0.5276123,0.106321685,0.5276123,0.013133052,0.017129479,0.22207451,0.025274431,0.06439849,0.011025881,0.013030153,0.7182715,0.67512864,0.9840426,0.104682356,0.7827001,0.75770265,0.7663353,0.14670622,0.041961253,0.5234865,marine animal,0.48685917,False,0.517095685005188,0.2254334092140197,0.8753968576695648,41.193580627441406,0.2569211423397064,4.224090099334717,5.79479846526049,0.0395333333333333,-2.66250693122369,0.0566561445593833,0.5719438309352506,0.5612466591506948,1.3333333333333333,0.20676584279795174,0.21424024420327636,0.23338836095127818,0.44060460513671024,0.8435458081968816,0.8158871389982069,0.7032585067226463,0.7824426043331605,0.9347647580811375,0.21212986793794036,0.959864579622991,0.8544935449836124,0.8749188171923945,0.9948424502306388,0.05654520730467456,0.8068545956776592,0.698929564039833,0.7414334100117074,0.9396577839127472,0.22135873914491005
img_0105,4,0,images/sub-04/ses-1/image_9.png,0.0,animal,animal,0.5301506,0.21238698,0.5301506,0.0044250344,0.01078188,0.109901145,0.010102997,0.0725166,0.019151393,0.030583415,0.48368174,0.9282893,0.8920817,0.3649561,0.86030793,0.14271893,0.99971765,0.3255737,0.083056584,0.5174066,reptile or amphibian,0.8194354,False,0.3501861095428467,0.1458231657743454,0.948079405308972,75.47874450683594,0.7606602907180786,2.772069215774536,5.003057587271005,0.0342083333333333,-2.6126439593095405,0.086868904531002,0.4967397052339459,0.6324511357387556,1.3333333333333333,0.21144273183675133,0.2124813659568927,0.22019116616828835,0.4439200768468419,0.8502414821817196,0.8184067217628802,0.7616183660031707,0.7992359926880265,0.9356976336880614,0.2048012138273413,0.9160643794559831,0.8055497752120515,0.8651158590862555,0.986013639077264,0.10026370121538648,0.7826168326558547,0.6759089794486401,0.7383611378371416,0.9317174509648882,0.2658892012178294
img_0106,4,0,images/sub-04/ses-1/image_11.png,0.0,animal,animal,0.73097914,0.08215152,0.73097914,0.0020596888,0.0034840165,0.116145134,0.019361548,0.01121912,0.004615105,0.029984776,0.51228327,0.8193313,0.9899131,0.9444644,0.7448282,0.9039937,0.32937065,0.6732475,0.03134016,0.31664526,scientist,0.3343204,False,0.0658659934997558,0.1497248262166977,0.9999999859860916,18.660221099853516,0.1537276655435562,1.3074936866760254,2.091931368149067,0.0302,-2.4803125213745276,0.094572015106678,0.5044250935973684,0.4056905691927019,1.3333333333333333,0.2779715793653532,0.21743783572300635,0.2488883892346551,0.49108273348865245,0.8040178659438737,0.7155060553548822,0.6743877656177221,0.7177027821891256,0.8975986583441452,0.3090928528081195,0.9411135061254094,0.8360610631630079,0.8529451929199563,0.9910627942883836,0.04696654638730597,0.7714514807669934,0.7044902164974034,0.7476722283441922,0.9280596624388672,0.2646298038357805
img_0107,4,0,images/sub-04/ses-1/image_12.png,0.0,animal,animal,0.39360088,0.121705554,0.39360088,0.0023086206,0.0074359477,0.25833166,0.02448018,0.10397626,0.035444148,0.05271672,0.6968806,0.86404026,0.7891642,0.3208317,0.7473247,0.6242958,0.98932064,0.37554005,0.03513521,0.7215344,insect or spider,0.32949635,False,0.6948317885398865,0.2247661501169204,0.7111509818459725,113.15453338623048,0.5093057155609131,2.652926445007324,5.381153615762291,0.0113333333333333,-2.7084903581582775,0.0141290510073304,0.5154532014277491,0.5283139169841442,1.3333333333333333,0.24677642561921775,0.1976636270971006,0.23576369239369618,0.46896832177597453,0.8018736826768982,0.807861922453608,0.8607976659316244,0.8623035788694313,0.9317934213742404,0.21018993214471665,0.9494259633764464,0.7575714421946682,0.8301251120738339,0.9927383372085091,0.08951220637095088,0.7829455879833325,0.6759089794486401,0.7271966327152757,0.9318251517768901,0.2740409919864083
